Organization_Code,Payment_Type,Payment_Bank_Code,Business_Nature,Company_Type,Postcode,State,Collection_Period,Customer_value
"CCTBP, PROBBP, PROBBP, CCTBP, CCTBP, PROBBP, CCPLTBP, CCPLTBP","Cheque, Online Banking, Online Banking, Cash, Online Banking, Online Banking, Cheque, Cheque","PBB, MBB, MBB, nan, nan, PBB, PBB, PBB",H,Sendirian Berhad (Private Limited Company),81750.0,Johor,164.625,2079.963041431261
"CCPLTPI, CCTPI, CCTPI, ISKLPI, ISKLPI, ISKLPI, ISKLPI, ISKLPI, ISKLPI, ISKLPI, CCPLTPI, CCTPI, ISKLPI, ISKLPI, ISKLPI, ISKLPI, ISKLPI","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","CIMB, CIMB, CIMB, CIMB, CIMB, CIMB, CIMB, CIMB, nan, nan, MBB, nan, nan, nan, nan, nan, nan",,Sendirian Berhad (Private Limited Company),79100.0,Johor,111.6666666666667,3784.012496637073
"CCTPI, CCPLTPI, CCTPI, CCPLTPI, CCTPI","Cheque, Cheque, Online Banking, Online Banking, Cheque","RHB, RHB, nan, MBB, RHB",C,Sendirian Berhad (Private Limited Company),58200.0,KualaLumpur,272.6,831.3767733835531
"CCPLTPI, CCPLTPI, CCPLTPI, CCPLTPI, CCPLTPI, CCPLTPI, CCPLTPI","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","nan, nan, nan, nan, nan, nan, nan",N,Sendirian Berhad (Private Limited Company),43300.0,Perak,358.0,3.869698681732587
"ICGHQ, ICGHQ, ICGHQ, ICGHQ, ICGHQ, ICGHQ, ICGHQ, ICGHQ, ICGHQ, ICGHQ","Cheque, Cheque, Cheque, Online Banking, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque","HLBB, HLBB, nan, HLBB, HLBB, HLBB, HLBB, HLBB, HLBB, HLBB",,,,,208.6666666666667,3047.387711864407
"CCTPI, CCTPI, CCTPI, CCTPI, CCTPI, CCTPI, CCTPI, CCTPI, CCTPI, CCTPI, PROBCHS, PROBCHS, PROBCHS, PROBCHS, CCPLTPI","Cash, Online Banking, Online Banking, nan, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","nan, PBB, PBB, nan, PBB, PBB, PBB, PBB, PBB, PBB, MBB, MBB, PBB, PBB, PBB","C, C",Sendirian Berhad (Private Limited Company),56000.0,KualaLumpur,203.1111111111111,1867.12961393597
"CCPLTHQ, CCTHQ, CCPLTHQ, PROBKC, PROBKC, CCTHQ","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","MBB, MBB, MBB, PBB, PBB, PBB",,Partnership,50490.0,KualaLumpur,169.2,3097.584274952919
"CCPLTIPH, CCTIPH, PROBIPH, PROBIPH, CCTIPH, ISKLIPH, PROBIPH, PROBIPH, ISKLIPH, PROBIPH, CCTIPH, PROBIPH, PROBIPH, PROBIPH, ISKLIPH, ISKLIPH, PROBIPH, PROBIPH, PROBIPH, CCTIPH, ISKLIPH, PROBIPH, ISKLIPH, CCPLTIPH, PROBIPH, PROBIPH, PROBIPH, ISKLIPH, ISKLIPH, ISKLIPH, ISKLIPH, PROBIPH, PROBIPH, PROBIPH, PROBIPH, PROBIPH, ISKLIPH, ISKLIPH, PROBIPH, PROBIPH, PROBIPH, ISKLIPH, CCTIPH, CCTIPH, ISKLIPH, ISKLIPH, PROBIPH, PROBIPH, PROBIPH","Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque","PBB, PBB, PBB, PBB, PBB, PBB, PBB, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB",B,Sendirian Berhad (Private Limited Company),31500.0,Perak,162.3170731707317,3317.713805488297
"CCPLTHQ, CCPLTHQ","Online Banking, Online Banking","MBB, MBB",,,,,160.5,6578.487758945385
"PROBIPH, CCTIPH, CCTIPH, CCTIPH, PROBIPH, CCTIPH, PROBIPH, PROBIPH, PROBIPH, PROBIPH, PROBIPH, CCPLTIPH, PROBIPH, PROBIPH, CCTIPH, PROBIPH, CCTIPH, PROBIPH, PROBIPH, PROBIPH, CCPLTIPH, PROBIPH, PROBIPH, PROBIPH, CCTIPH, PROBIPH, PROBIPH, PROBIPH","Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cash, Cash, Cash, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque","MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, nan, nan, nan, nan, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, nan, MBB, MBB, MBB, MBB, MBB, MBB","C, C",Sendirian Berhad (Private Limited Company),31650.0,Perak,108.6363636363636,2192.991504498849
"ISKLIPH, CCTIPH, PROBIPH, PROBIPH, PROBIPH, CCPLTIPH, ISKLIPH, CCTIPH, PROBIPH, PROBIPH, ISKLIPH, ISKLIPH, ISKLIPH, ISKLIPH, ISKLIPH, PROBIPH, CCTIPH, ISKLIPH, PROBIPH, ISKLIPH, ISKLIPH, PROBIPH, PROBIPH, PROBIPH, PROBIPH, PROBIPH, ISKLIPH, CCTIPH, CCTIPH, CCPLTIPH, ISKLIPH, ISKLIPH, PROBIPH, PROBIPH, PROBIPH, PROBIPH, PROBIPH, PROBIPH, ISKLIPH, ISKLIPH, ISKLIPH, PROBIPH, PROBIPH, ISKLIPH, PROBIPH, PROBIPH, ISKLIPH, ISKLIPH, PROBIPH, CCTIPH, ISKLIPH, PROBIPH, PROBIPH, ISKLIPH, PROBIPH, PROBIPH","Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque","PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB","C, C",Sendirian Berhad (Private Limited Company),31550.0,Perak,161.375,4309.055508474576
"ISKLIPH, ISKLIPH, ISKLIPH, ISKLIPH, CCTIPH, ISKLIPH, ISKLIPH, ISKLIPH, ISKLIPH, CCPLTIPH, CCTIPH, ISKLIPH","Cheque, Cash, Cash, Cash, Cash, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque","PBB, nan, nan, nan, nan, PBB, PBB, PBB, PBB, PBB, PBB, PBB",F,Sendirian Berhad (Private Limited Company),31400.0,Perak,147.4,2325.834934086628
"PROBPRL, CCTCHS, PROBPRL, ISKLCHS, ISKLCHS, CCTCHS, PROBPRL, ISKLCHS, CCTCHS, PROBPRL, ISKLCHS, ISKLCHS, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, CCTCHS, PROBPRL, PROBPRL, PROBPRL, PROBPRL, PROBPRL, ISKLCHS, ISKLCHS, ISKLCHS, PROBPRL, PROBPRL, CCPLTCHS, CCTCHS, ISKLCHS, PROBPRL, PROBPRL, ISKLCHS, PROBPRL, CCTCHS, PROBPRL, PROBPRL, PROBPRL, ISKLCHS, ISKLCHS, ISKLCHS, ISKLCHS, PROBPRL","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking, nan, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, nan, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, UOB, nan, AMBANK, UOB, nan, UOB, UOB, nan, nan, nan, UOB, UOB, MBB, nan, nan, MBB, MBB, nan, MBB, nan, MBB, CIMB, MBB, nan, nan, nan, nan, nan","G, G",Sendirian Berhad (Private Limited Company),43500.0,Perak,135.7948717948718,6624.924143126177
"CCTIPH, CCPLTIPH, CCTIPH, CCPLTIPH, CCTIPH","Online Banking, Cash, Online Banking, Online Banking, Online Banking","PBB, nan, MBB, PBB, MBB",C,Sendirian Berhad (Private Limited Company),31200.0,Perak,184.0,2515.304143126177
"CCPLTIPH, ISKLIPH, ISKLIPH, ISKLIPH, ISKLIPH, ISKLIPH, ISKLIPH, ISKLIPH, ISKLIPH, CCPLTIPH, ISKLIPH, ISKLIPH, ISKLIPH, CCTIPH, CCTIPH, ISKLIPH, ISKLIPH, CCTIPH","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cash, Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","PBB, CIMB, CIMB, nan, CIMB, nan, nan, nan, PBB, MBB, CIMB, MBB, MBB, MBB, MBB, CIMB, PBB, PBB",L,Sendirian Berhad (Private Limited Company),31600.0,Perak,120.25,3831.293747645951
"CCPLTHQ, CCTHQ, CCPLTHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, CCPLTHQ","Online Banking, Cheque, Online Banking, Cheque, Cheque, Cheque, Cheque, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Online Banking","MBB, nan, MBB, PBB, PBB, PBB, PBB, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, MBB",B,Sendirian Berhad (Private Limited Company),28700.0,Selangor,167.16,890.0306967984933
"ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ","Cheque, Cash, Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, nan, nan, Cheque, Cheque, Cheque, Cheque, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, CIMB, CIMB, CIMB, CIMB, CIMB, CIMB, CIMB, CIMB, CIMB, CIMB, CIMB, CIMB, CIMB, CIMB, CIMB","G, G",Sendirian Berhad (Private Limited Company),47000.0,Perak,144.1,847.628290960452
"PROBIPH, PROBIPH, CCTIPH, PROBIPH","Cheque, Cheque, Cheque, Cheque","MBB, MBB, MBB, MBB",I,Sole Proprietorship,30450.0,Perak,148.6666666666667,967.4246704331449
"ISKLIPH, ISKLIPH, ISKLIPH, ISKLIPH, ISKLIPH, ISKLIPH, CCTIPH, ISKLIPH, ISKLIPH, ISKLIPH, ISKLIPH, CCPLTIPH, ISKLIPH, CCTIPH","Cheque, Cheque, Cheque, Cheque, Cash, Cash, Cash, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque","MBB, MBB, MBB, MBB, nan, nan, nan, MBB, MBB, MBB, MBB, MBB, MBB, MBB",L,Sendirian Berhad (Private Limited Company),31400.0,Perak,78.0,4107.356591337099
"CCTHQ, CCTHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, CCPLTHQ, CCTHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, ISKLHQ, CCPLTHQ, ISKLHQ","Cheque, Cheque, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Online Banking, Online Banking, Online Banking, Cheque, Cheque","PBB, PBB, nan, nan, nan, nan, nan, nan, nan, nan, PBB, PBB, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, PBB, PBB, PBB, PBB, PBB",G,Sendirian Berhad (Private Limited Company),52100.0,KualaLumpur,151.6666666666667,2614.054472693032
"CCTHQ, CCTHQ, CCTHQ, CCTHQ, CCPLTHQ","Cheque, Cash, Cash, Cheque, Cheque","OCBC, nan, nan, OCBC, MBB",C,Sendirian Berhad (Private Limited Company),47100.0,Perak,1.6,6326.957344632768
"CCPLTSBH, PROBSBH, PROBSBH","Online Banking, Cheque, Online Banking","nan, MBB, MBB",C,Sendirian Berhad (Private Limited Company),88300.0,Sabah,126.6666666666667,3448.868950094161
"ISKLSBH, ISKLSBH, ISKLSBH, CCTSBH, ISKLSBH, ISKLSBH, CCTSBH, CCTSBH, CCTSBH, CCPLTSBH","Online Banking, Online Banking, Online Banking, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","nan, nan, nan, nan, nan, nan, nan, nan, nan, MBB",F,Sole Proprietorship,88999.0,Sabah,92.88888888888889,2128.973140301318
"CCTSBH, ISKLSBH, CCTSBH, CCTSBH, CCTSBH, ISKLSBH, CCTSBH, ISKLSBH, ISKLSBH","Cheque, Cash, Cash, Cash, Cheque, Cheque, Cheque, Cheque, nan","MBB, nan, nan, nan, nan, nan, nan, nan, nan",C,Sendirian Berhad (Private Limited Company),88817.0,Sabah,104.7142857142857,2147.682768361582
"ISKLMLK, CCTMLK, CCPLTMLK, CCTMLK, ISKLMLK, ISKLMLK, CCTMLK, ISKLMLK, ISKLMLK, CCTMLK, CCTMLK, ISKLMLK, ISKLMLK, ISKLMLK, ISKLMLK, ISKLMLK, ISKLMLK, ISKLMLK, CCPLTMLK, ISKLMLK, CCTMLK","Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cheque, Cheque","PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, nan, nan, nan, nan, nan, nan, nan, PBB, PBB, PBB, nan, PBB, PBB",C,Sendirian Berhad (Private Limited Company),84300.0,Johor,242.5,1246.578405524168
"CCPLTHQ, CCPLTHQ, CCPLTHQ, CCPLTHQ, CCPLTHQ","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","MBB, MBB, MBB, MBB, MBB",,,,,260.75,425.6668549905838
"CCGAMLK, ISKLMLK, ISKLMLK, CCGAMLK, CCGAMLK, CCGAMLK, CCTMLK, CCGAMLK, ISKLMLK, CCGAMLK, ISKLMLK, ISKLMLK, ISKLMLK, CCGAMLK, CCGAMLK, CCPLTMLK, CCGAMLK, ISKLMLK, CCGAMLK, ISKLMLK, ISKLMLK, ISKLMLK, CCGAMLK, CCGAMLK, CCGAMLK, ISKLMLK, ISKLMLK, CCGAMLK, ISKLMLK, CCGAMLK, CCGAMLK, CCGAMLK, ISKLMLK, ISKLMLK, ISKLMLK, ISKLMLK, ISKLMLK, ISKLMLK, ISKLMLK, CCGAMLK, CCGAMLK, CCGAMLK, CCTMLK, CCGAMLK, CCTMLK, CCGAMLK, CCTMLK, CCPLTMLK","Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cash, Cheque, Cash, Cash, Cash, Cheque, Cheque, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque","MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, nan, nan, nan, nan, nan, nan, nan, nan, nan, MBB, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, MBB, nan, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB",C,Sendirian Berhad (Private Limited Company),83100.0,Johor,211.0,2082.472869585687
"PBIS - HQ, PBIS - HQ, CCGAMLK, CCGAMLK, CCGAMLK, CCGAMLK, CCGAMLK, CCGAMLK","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","MBB, RHB, nan, MBB, nan, nan, nan, nan",C,Sendirian Berhad (Private Limited Company),84000.0,Johor,210.7142857142857,812.6367231638418
"CCPLTMLK, CCTMLK, CCTMLK, ISKLMLK, ISKLMLK, CCTMLK, CCTMLK, ISKLMLK, CCPLTMLK, CCPLTMLK, ISKLMLK, CCTMLK, ISKLMLK, CCTMLK, ISKLMLK, ISKLMLK, ISKLMLK","Cheque, Cheque, Cheque, Cash, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque","PBB, PBB, PBB, nan, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB, PBB",L,Sendirian Berhad (Private Limited Company),84900.0,Johor,270.0,1571.097664783427
"CCTMLK, CCPLTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, ISKLMLK, CCTMLK, CCTMLK, ISKLMLK, ISKLMLK, CCTMLK, CCTMLK, ISKLMLK, ISKLMLK, ISKLMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, ISKLMLK, ISKLMLK, ISKLMLK, ISKLMLK, ISKLMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, ISKLMLK, CCTMLK, ISKLMLK, CCTMLK, ISKLMLK","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cash, Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan",C,Sendirian Berhad (Private Limited Company),78000.0,Melaka,207.1351351351351,2486.41631867682
"ISKLMLK, CCTMLK, CCTMLK, CCPLTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, ISKLMLK, ISKLMLK, ISKLMLK, ISKLMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, ISKLMLK, ISKLMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, ISKLMLK, CCTMLK, CCTMLK, CCTMLK, ISKLMLK, ISKLMLK, CCTMLK, CCTMLK, ISKLMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK","Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque","UOB, UOB, UOB, UOB, nan, nan, nan, nan, nan, nan, nan, nan, nan, UOB, UOB, UOB, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, UOB, UOB, UOB, UOB, UOB, UOB, UOB, UOB",C,Sendirian Berhad (Private Limited Company),40460.0,Perak,148.5,2440.830696798493
"ISKLMLK, ISKLMLK, ISKLMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, ISKLMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, ISKLMLK, CCTMLK, ISKLMLK, ISKLMLK, ISKLMLK, CCTMLK, CCTMLK, ISKLMLK, CCTMLK, ISKLMLK, CCTMLK, CCTMLK, CCTMLK, ISKLMLK, ISKLMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTHQ, CCTHQ, CCTHQ, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, ISKLMLK, ISKLMLK, CCTMLK, ISKLMLK, CCTMLK, CCPLTJB","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","nan, nan, nan, nan, nan, nan, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, MBB",C,Sendirian Berhad (Private Limited Company),86200.0,Johor,186.0576923076923,3949.672454488386
"CCPLTMLK, CCPLTMLK, CCPLTMLK, ISKLMLK, CCPLTMLK, ISKLMLK, ISKLMLK, ISKLMLK, ISKLMLK, CCGAMLK","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","nan, nan, nan, PBB, nan, PBB, PBB, PBB, PBB, nan",C,Sendirian Berhad (Private Limited Company),75350.0,Melaka,142.7,1818.758380414313
"CCTMLK, ISKLMLK, CCTMLK, CCTMLK, ISKLMLK, CCTMLK, ISKLMLK, ISKLMLK, CCTMLK, ISKLMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, CCTMLK, ISKLMLK, ISKLMLK, ISKLMLK, ISKLMLK, ISKLMLK, ISKLMLK, ISKLMLK, CCPLTMLK, ISKLMLK, CCPLTMLK","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cash, Cash, Cash, Online Banking, Online Banking, Online Banking, Cheque, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","nan, MBB, nan, BKRMB, MBB, nan, nan, nan, nan, nan, nan, HSBC, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","C, C",Sendirian Berhad (Private Limited Company),84150.0,Johor,233.6666666666667,6717.796911487758
"ISKLMLK, CCTMLK, CCTMLK, ISKLMLK, ISKLMLK, CCPLTMLK, CCTMLK, CCTMLK, ISKLMLK, ISKLMLK, CCTMLK, ISKLMLK, ISKLMLK, CCTMLK, ISKLMLK, ISKLMLK, ISKLMLK, CCPLTMLK, ISKLMLK, ISKLMLK, CCTMLK, ISKLMLK, ISKLMLK","Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Cash, Cash, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking, Online Banking","PBB, nan, PBB, PBB, PBB, PBB, PBB, PBB, nan, nan, nan, PBB, PBB, nan, nan, nan, nan, nan, nan, nan, nan, PBB, PBB",C,Sendirian Berhad (Private Limited Company),84300.0,Johor,256.15,4109.993178489223
"PROBMLK, PROBMLK, CCTMLK, CCTMLK, PROBMLK, PROBMLK, PROBMLK, PROBMLK, CCTMLK, CCTMLK, CCTMLK, PROBMLK, PROBMLK, PROBMLK, PROBMLK, PROBMLK, PROBMLK, PROBMLK, PROBMLK, PROBMLK, CCPLTMLK, CCTMLK, CCTMLK, PROBMLK, CCTMLK, CCTMLK, CCTMLK, PROBMLK, PROBMLK, CCPLTMLK, CCPLTMLK, PROBMLK, PBIS - HQ","Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cash, Cash, Cash, Cash, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque, Cheque","MBB, MBB, HLBB, HLBB, HLBB, PBB, PBB, PBB, nan, nan, nan, nan, HLBB, MBB, MBB, MBB, MBB, MBB, MBB, MBB, HLBB, HLBB, MBB, HLBB, MIB, MBB, MBB, HLBB, HLBB, HLBB, HLBB, HLBB, HLBB",F,Sendirian Berhad (Private Limited Company),75250.0,Melaka,186.3548387096774,2242.964971751413
